token,sentiment,polarity
tenuous,-0.35,negative
tepid,-0.2,negative
terminable,-0.3,negative
terminate,-0.55,negative
termination,-0.7,negative
terminus,-0.05,negative
terrible,-0.65,negative
terrific,0.65,positive
terrified,-0.75,negative
terrifying,-0.8,negative
terrorize,-0.8,negative
tether,-0.45,negative
thank,0.2,positive
theft,-0.55,negative
therapeutic,0.4,positive
thicket,-0.15,negative
thief,-0.55,negative
thin,-0.3,negative
thorny,-0.5,negative
thorough,0.4,positive
thoughtful,0.45,positive
threat,-0.5,negative
threaten,-0.55,negative
threatening,-0.65,negative
thrifty,0.2,positive
thrilling,0.5,positive
thrive,0.6,positive
thriving,0.8,positive
throe,-0.5,negative
throw,-0.3,negative
throwaway,-0.35,negative
thud,-0.4,negative
thug,-0.5,negative
thump,-0.45,negative
tickle,0.3,positive
tight,-0.25,negative
tightrope,-0.4,negative
tilt,-0.2,negative
timely,0.4,positive
timid,-0.4,negative
tinker,-0.05,negative
tiny,-0.3,negative
tire,-0.35,negative
tired,-0.4,negative
titanic,-0.45,negative
toil,-0.4,negative
tolerant,0.1,positive
toll,-0.3,negative
tomb,-0.4,negative
tonic,0.2,positive
top,0.5,positive
topple,-0.4,negative
torment,-0.6,negative
torpid,-0.4,negative
torpor,-0.25,negative
torrid,-0.35,negative
tort,-0.05,negative
tortious,-0.55,negative
tortiously,-0.5,negative
tortuous,-0.6,negative
tortuously,-0.45,negative
torture,-0.6,negative
totter,-0.3,negative
touchdown,0.8,positive
touchy,-0.35,negative
tough,-0.3,negative
tow,-0.05,negative
toxic,-0.65,negative
trafficking,-0.85,negative
tragedy,-0.8,negative
tragic,-0.7,negative
tragically,-0.7,negative
trample,-0.5,negative
transformational,0.55,positive
transformative,0.45,positive
transgression,-0.65,negative
transparency,0.4,positive
trash,-0.55,negative
trauma,-0.65,negative
traumatic,-0.6,negative
traumatize,-0.8,negative
traumatized,-0.7,negative
treacherous,-0.8,negative
treasure,0.55,positive
treasured,0.7,positive
treaty,0.25,positive
tremble,-0.4,negative
tremendous,0.7,positive
tremendously,0.45,positive
tremor,-0.5,negative
trendy,0.5,positive
tricky,-0.2,negative
trigger,-0.1,negative
triumph,0.85,positive
trouble,-0.75,negative
troublesome,-0.55,negative
troubling,-0.5,negative
trove,0.35,positive
truce,0.7,positive
trudge,-0.45,negative
trust,0.45,positive
trusted,0.55,positive
trustworthy,0.65,positive
truthful,0.6,positive
tsunami,-0.6,negative
tug,-0.25,negative
tumble,-0.4,negative
tumbledown,-0.3,negative
tumultuous,-0.3,negative
turbocharged,0.5,positive
turbulence,-0.45,negative
turbulent,-0.35,negative
turmoil,-0.7,negative
turnaround,0.5,positive
tussle,-0.35,negative
tutelage,0.45,positive
twist,-0.15,negative
twisted,-0.4,negative
twitchy,-0.3,negative
tyrannical,-0.7,negative
ugly,-0.65,negative
ultralow,-0.35,negative
unable,-0.4,negative
unacceptable,-0.5,negative
unacceptably,-0.55,negative
unaccountable,-0.6,negative
unaccounted,-0.3,negative
unaccustomed,-0.4,negative
unaffordable,-0.6,negative
unanimous,0.15,positive
unannounced,-0.3,negative
unanswered,-0.3,negative
unanticipated,-0.2,negative
unappealable,-0.5,negative
unappealing,-0.7,negative
unapproved,-0.6,negative
unattainable,-0.8,negative
unattractive,-0.45,negative
unauthorized,-0.425,negative
unavailability,-0.25,negative
unavailable,-0.2,negative
unavoidable,-0.3,negative
unavoidably,-0.3,negative
unaware,-0.3,negative
unbalanced,-0.4,negative
unbearable,-0.7,negative
unbiased,0.55,positive
unblemished,0.7,positive
unbroken,0.6,positive
unburden,0.45,positive
uncertain,-0.3,negative
uncertainly,-0.3,negative
uncertainty,-0.35,negative
unchanged,-0.15,negative
uncharacteristic,-0.4,negative
uncharted,-0.25,negative
unclear,-0.25,negative
uncollectable,-0.35,negative
uncollected,-0.3,negative
uncollectible,-0.35,negative
uncomfortable,-0.4,negative
uncommitted,-0.7,negative
uncompetitive,-0.3,negative
uncompleted,-0.35,negative
uncomplicated,0.5,positive
uncompromising,-0.2,negative
unconfirmed,-0.25,negative
unconscionable,-0.5,negative
unconscionably,-0.6,negative
unconscious,-0.7,negative
unconsolidated,-0.35,negative
unconstitutional,-0.7,negative
unconstitutionality,-0.75,negative
unconstitutionally,-0.8,negative
uncontrollable,-0.6,negative
uncontrollably,-0.4,negative
uncontrolled,-0.4,negative
unconvinced,-0.4,negative
unconvincing,-0.4,negative
uncooperative,-0.4,negative
uncorrected,-0.5,negative
undamaged,0.65,positive
undecided,-0.3,negative
undefined,-0.3,negative
undeliverable,-0.55,negative
undelivered,-0.45,negative
undemanding,-0.4,negative
undemocratic,-0.5,negative
underappreciated,-0.65,negative
undercapitalised,-0.35,negative
undercapitalized,-0.4,negative
undercount,-0.3,negative
undercover,-0.3,negative
undercut,-0.3,negative
underdeveloped,-0.6,negative
underemployed,-0.7,negative
underemployment,-0.6,negative
underestimate,-0.45,negative
underestimation,-0.3,negative
underfinanced,-0.75,negative
underfund,-0.5,negative
underfunding,-0.55,negative
underinsured,-0.35,negative
underinvest,-0.5,negative
underlie,-0.1,negative
undermine,-0.4,negative
underpay,-0.45,negative
underpayment,-0.55,negative
underperform,-0.4,negative
underperformance,-0.55,negative
underplay,-0.4,negative
underproduced,-0.5,negative
underproduction,-0.55,negative
underreport,-0.45,negative
underreported,-0.75,negative
undershoot,-0.25,negative
understaffed,-0.55,negative
understanding,0.5,positive
understate,-0.3,negative
understatement,-0.1,negative
underutilisation,-0.5,negative
underutilization,-0.4,negative
underutilize,-0.4,negative
undervalue,-0.25,negative
undervalued,-0.6,negative
underweight,-0.3,negative
undeserved,-0.5,negative
undesignated,-0.2,negative
undesirable,-0.5,negative
undesired,-0.35,negative
undetected,-0.3,negative
undetermined,-0.3,negative
undeveloped,-0.55,negative
undischarged,-0.3,negative
undisclosed,-0.25,negative
undiscovered,-0.35,negative
undistinguished,-0.4,negative
undocumented,-0.3,negative
undue,-0.3,negative
unduly,-0.3,negative
unearned,-0.3,negative
unease,-0.4,negative
uneasy,-0.2,negative
uneconomic,-0.4,negative
uneconomical,-0.6,negative
uneconomically,-0.65,negative
uneducated,-0.55,negative
unemployed,-0.75,negative
unemployment,-0.7,negative
unenforceability,-0.4,negative
unenforceable,-0.65,negative
unenthusiastic,-0.4,negative
unenviable,-0.25,negative
unequal,-0.5,negative
unethical,-0.75,negative
unethically,-0.8,negative
unexciting,-0.45,negative
unexpected,-0.1,negative
unexpectedly,-0.3,negative
unexplained,-0.4,negative
unfair,-0.4,negative
unfairly,-0.55,negative
unfamiliar,-0.3,negative
unfamiliarity,-0.35,negative
unfashionable,-0.4,negative
unfavorable,-0.5,negative
unfavorably,-0.4,negative
unfavourable,-0.6,negative
unfeasible,-0.6,negative
unfilled,-0.45,negative
unfinished,-0.45,negative
unfit,-0.35,negative
unfitness,-0.5,negative
unfocused,-0.4,negative
unforeseeable,-0.4,negative
unforeseen,-0.3,negative
unforgiving,-0.6,negative
unforseen,-0.35,negative
unfortunate,-0.5,negative
unfortunately,-0.45,negative
unfounded,-0.4,negative
unfreeze,0.5,positive
unfriendly,-0.45,negative
unfulfilled,-0.4,negative
unfulfilling,-0.55,negative
unfunded,-0.45,negative
ungeared,-0.35,negative
unglamorous,-0.4,negative
unguaranteed,-0.55,negative
unhappiness,-0.6,negative
unhappy,-0.6,negative
unhealthy,-0.55,negative
unheard,-0.35,negative
unhelpful,-0.7,negative
unidentifiable,-0.35,negative
unidentified,-0.25,negative
unified,0.75,positive
uniform,0.4,positive
unimaginative,-0.55,negative
unimportant,-0.35,negative
unimpressed,-0.5,negative
unimpressive,-0.45,negative
uninspired,-0.35,negative
uninspiring,-0.6,negative
uninsured,-0.5,negative
unintended,-0.3,negative
unintentional,-0.2,negative
unintentionally,-0.3,negative
uninterested,-0.4,negative
uninterrupted,0.55,positive
universal,0.55,positive
unjust,-0.5,negative
unjustifiable,-0.65,negative
unjustifiably,-0.55,negative
unjustified,-0.35,negative
unjustly,-0.6,negative
unknowing,-0.25,negative
unknowingly,-0.35,negative
unknown,-0.15,negative
unlawful,-0.75,negative
unlawfully,-0.45,negative
unlawfulness,-0.7,negative
unlicensed,-0.4,negative
unlimited,0.4,positive
unlisted,-0.15,negative
unloved,-0.8,negative
unlucky,-0.5,negative
unmanageable,-0.45,negative
unmarketable,-0.5,negative
unmerchantable,-0.4,negative
unmet,-0.2,negative
unnecessarily,-0.3,negative
unnecessary,-0.3,negative
unneeded,-0.3,negative
unnerving,-0.55,negative
unobservable,-0.35,negative
unobtainable,-0.4,negative
unoccupied,-0.3,negative
unpaid,-0.55,negative
unpalatable,-0.75,negative
unperformed,-0.4,negative
unplanned,-0.3,negative
unpleasant,-0.55,negative
unpopular,-0.4,negative
unpredictability,-0.55,negative
unpredictable,-0.3,negative
unpredictably,-0.3,negative
unpredicted,-0.3,negative
unprepared,-0.35,negative
unproductive,-0.7,negative
unprofitability,-0.75,negative
unprofitable,-0.75,negative
unpromising,-0.5,negative
unprotected,-0.5,negative
unproved,-0.4,negative
unproven,-0.2,negative
unqualified,-0.65,negative
unquantifiable,-0.35,negative
unquantified,-0.15,negative
unquenchable,-0.3,negative
unrealistic,-0.35,negative
unreasonable,-0.6,negative
unreasonableness,-0.55,negative
unreasonably,-0.35,negative
unreceptive,-0.4,negative
unrecognizable,-0.35,negative
unreconciled,-0.3,negative
unrecoverable,-0.55,negative
unregulated,-0.45,negative
unrelated,-0.1,negative
unrelenting,-0.55,negative
unreliable,-0.4,negative
unremitting,-0.3,negative
unreported,-0.3,negative
unresolved,-0.6,negative
unresponsive,-0.5,negative
unrest,-0.6,negative
unrewarding,-0.4,negative
unruly,-0.7,negative
unsafe,-0.7,negative
unsalable,-0.5,negative
unsaleable,-0.4,negative
unsatisfactory,-0.7,negative
unsatisfied,-0.55,negative
unsatisfying,-0.55,negative
unsavory,-0.6,negative
unscheduled,-0.15,negative
unscrupulous,-0.45,negative
unseasonable,-0.3,negative
unseasonably,-0.3,negative
unseemly,-0.3,negative
unsellable,-0.45,negative
unsentimental,-0.3,negative
unsettle,-0.375,negative
unsettling,-0.6,negative
unsightly,-0.55,negative
unsold,-0.3,negative
unsolicited,-0.2,negative
unsound,-0.35,negative
unspecific,-0.25,negative
unspecified,-0.2,negative
unspectacular,-0.55,negative
unspent,0.6,positive
unstabilized,-0.5,negative
unstable,-0.45,negative
unsubsidised,-0.3,negative
unsubstantiated,-0.5,negative
unsuccessful,-0.65,negative
unsuccessfully,-0.8,negative
unsuitability,-0.45,negative
unsuitable,-0.5,negative
unsuitably,-0.5,negative
unsuited,-0.5,negative
unsure,-0.2,negative
unsuspected,-0.15,negative
unsuspecting,-0.3,negative
unsustainable,-0.55,negative
untenable,-0.4,negative
untested,-0.25,negative
unthinkable,-0.3,negative
untimely,-0.4,negative
untold,-0.4,negative
untrained,-0.5,negative
untruth,-0.4,negative
untruthful,-0.8,negative
untruthfully,-0.45,negative
untruthfulness,-0.6,negative
unusable,-0.45,negative
unusual,-0.15,negative
unusually,-0.3,negative
unveil,0.3,positive
unviable,-0.5,negative
unwanted,-0.5,negative
unwarranted,-0.35,negative
unwelcome,-0.3,negative
unwieldy,-0.4,negative
unwilling,-0.3,negative
unwillingnes,-0.4,negative
unwillingness,-0.5,negative
unwise,-0.7,negative
unworkable,-0.7,negative
unworthy,-0.45,negative
unwritten,-0.15,negative
upbeat,0.6,positive
update,0.35,positive
upgrade,0.5,positive
upgrading,0.5,positive
uphold,0.45,positive
upkeep,0.55,positive
uplift,0.55,positive
uplifting,0.6,positive
upright,0.7,positive
upscale,0.55,positive
upset,-0.4,negative
upstanding,0.7,positive
upstart,0.5,positive
upsurge,0.6,positive
upswing,0.45,positive
upward,0.55,positive
urge,0.3,positive
useful,0.45,positive
useless,-0.6,negative
usurious,-0.75,negative
usurp,-0.2,negative
usurpation,-0.35,negative
usury,-0.55,negative
utility,0.05,positive
utopian,0.65,positive
utter,-0.05,negative
vagary,-0.25,negative
vague,-0.2,negative
vagueness,-0.25,negative
vaguenesses,-0.3,negative
valiant,0.65,positive
valid,0.45,positive
validate,0.55,positive
valuable,0.6,positive
vandalism,-0.55,negative
vandalize,-0.7,negative
vanguard,0.3,positive
variety,0.25,positive
vengeance,-0.6,negative
verify,0.35,positive
versatile,0.3,positive
versatility,0.6,positive
verve,0.4,positive
vex,-0.45,negative
vexing,-0.25,negative
viable,0.45,positive
vibrancy,0.45,positive
vibrant,0.6,positive
vicious,-0.5,negative
victim,-0.65,negative
victimize,-0.65,negative
victorious,0.7,positive
victory,0.75,positive
vilify,-0.45,negative
villain,-0.7,negative
violate,-0.55,negative
violation,-0.8,negative
violative,-0.75,negative
violator,-0.6,negative
violence,-0.9,negative
violent,-0.75,negative
virtuous,0.6,positive
virulent,-0.7,negative
virus,-0.8,negative
visibility,0.4,positive
vital,0.65,positive
vitality,0.6,positive
vivid,0.45,positive
vociferous,-0.45,negative
void,-0.35,negative
volatile,-0.8,negative
volatility,-0.55,negative
volume,0.1,positive
vulnerability,-0.4,negative
vulnerable,-0.3,negative
vulnerably,-0.45,negative
wacky,-0.15,negative
wail,-0.4,negative
waiver,0.35,positive
wallop,-0.4,negative
wallow,-0.4,negative
wan,-0.1,negative
war,-0.8,negative
warfare,-0.8,negative
warlord,-0.55,negative
wartime,-0.6,negative
waste,-0.45,negative
wasteful,-0.65,negative
watchful,0.55,positive
weak,-0.55,negative
weaken,-0.35,negative
weakly,-0.35,negative
weakness,-0.6,negative
wealth,1,positive
wealthy,0.85,positive
weary,-0.4,negative
weight,-0.05,negative
weird,-0.4,negative
welcoming,0.7,positive
wellbeing,0.4,positive
whack,-0.4,negative
whammy,-0.4,negative
whet,0.4,positive
whinge,-0.65,negative
whip,-0.3,negative
whipsaw,-0.15,negative
whirl,-0.15,negative
whirlwind,-0.6,negative
whitewashed,-0.4,negative
whittle,-0.45,negative
wholesome,0.75,positive
wicked,-0.5,negative
wildfire,-0.8,negative
wilful,0.3,positive
willingness,0.45,positive
wilt,-0.3,negative
win,0.825,positive
wince,-0.35,negative
winner,0.85,positive
wipe,-0.15,negative
wisdom,0.8,positive
wise,0.75,positive
withdraw,-0.3,negative
wither,-0.3,negative
wobble,-0.3,negative
wobbly,-0.3,negative
woe,-0.55,negative
woeful,-0.75,negative
wonder,0.5,positive
wonderful,0.7,positive
wondrous,0.65,positive
wonky,-0.4,negative
workforce,0.05,positive
worrisome,-0.4,negative
worry,-0.375,negative
worsen,-0.65,negative
worsening,-0.65,negative
worthless,-0.6,negative
worthwhile,0.6,positive
worthy,0.5,positive
wound,-0.65,negative
wounded,-0.45,negative
wrack,-0.45,negative
wrath,-0.5,negative
wreak,-0.55,negative
wreck,-0.4,negative
wreckage,-0.55,negative
wrenching,-0.45,negative
wrestle,-0.2,negative
wretched,-0.45,negative
wriggle,-0.35,negative
writedown,-0.2,negative
wrong,-0.6,negative
wrongdoing,-0.6,negative
wrongful,-0.6,negative
wrongfully,-0.45,negative
wrongly,-0.55,negative
yank,-0.15,negative
yawn,-0.25,negative
young,0.6,positive
youth,0.35,positive
youthful,0.55,positive
zombie,-0.75,negative
